Year,Sex,Age,Location,Units,Value
2005,,,,Ratio,4.13134
2005,,,,PERCENT,23.34078
2005,,,,PERCENT,21.31682
2005,,,,PERCENT,23.46991
2005,,,,PERCENT,7.00508
2005,,,,PERCENT,12.99836
2005,,,,PERCENT,16.56684
2005,,,,PERCENT,23.53105
2005,,,,PERCENT,6.13515
2005,,,,Ratio,473.908
2005,,,,PERCENT,42.56765
2006,,,,PERCENT,0.33075
2006,,,,CU_USD,413200000
2006,,,,PERCENT,1.77209
2006,,,,PERCENT,81.00506
2006,,,,Ratio,0.48422
2006,,,,Ratio,5.55744
2006,,,,PERCENT,56.53032
2006,,,,PERCENT,13.05269
2006,,,,PERCENT,24.89305
2006,,,,PERCENT,0.10918
2006,,,,PERCENT,-9.36685
2006,,,,PERCENT,18.63345
2006,,,,PERCENT,-11.74716
2006,,,,PERCENT,5.32098
2006,,,,Ratio,468.2788
2006,,,,PERCENT,38.72847
2007,,,,PERCENT,3.1487
2007,,,,CU_USD,1833600000
2007,,,,PERCENT,10.80237
2007,,,,PERCENT,77.37415
2007,,,,Ratio,0.31417
2007,,,,Ratio,6.48516
2007,,,,PERCENT,50.58676
2007,,,,PERCENT,16.9451
2007,,,,PERCENT,7.75369
2007,,,,PERCENT,7.33597
2007,,,,PERCENT,26.73
2007,,,,PERCENT,12.26022
2007,,,,PERCENT,30.06402
2007,,,,PERCENT,6.25948
2007,,,,Ratio,516.7498
2007,,,,PERCENT,38.83594
2008,,,,PERCENT,-0.76307
2008,,,,CU_USD,1574900000
2008,,,,PERCENT,8.72627
2008,,,,PERCENT,66.616
2008,,,,Ratio,0.10525
2008,,,,Ratio,21.5939
2008,,,,PERCENT,55.05028
2008,,,,PERCENT,17.30138
2008,,,,PERCENT,19.98467
2008,,,,PERCENT,0.56644
2008,,,,PERCENT,4.685
2008,,,,PERCENT,6.38135
2008,,,,PERCENT,-6.91071
2008,,,,PERCENT,6.22589
2008,,,,Ratio,559.2925
2008,,,,PERCENT,43.96489
2009,,,,PERCENT,-6.02251
2009,,,,CU_USD,1189400000
2009,,,,PERCENT,-1.30414
2009,,,,PERCENT,73.29871
2009,,,,Ratio,1.64105
2009,,,,Ratio,1.74915
2009,,,,PERCENT,56.21405
2009,,,,PERCENT,2.8
2009,,,,PERCENT,-17.2317
2009,,,,PERCENT,2.23643
2009,,,,PERCENT,-28.28055
2009,,,,PERCENT,65.96755
2009,,,,PERCENT,0
2009,,,,PERCENT,2.85506
2009,,,,Ratio,809.7858
2009,,,,PERCENT,39.68175
2010,,,,PERCENT,-10.07849
2010,,,,CU_USD,3237400000
2010,,,,PERCENT,12.71601
2010,,,,PERCENT,29.71029
2010,,,,Ratio,1.30717
2010,,,,Ratio,1.67864
2010,,,,PERCENT,34.76428
2010,,,,PERCENT,7.1
2010,,,,PERCENT,63.58186
2010,,,,PERCENT,6.89838
2010,,,,PERCENT,38.75191
2010,,,,PERCENT,13.86061
2010,,,,PERCENT,49.07743
2010,,,,PERCENT,7.10798
2010,,,,Ratio,905.9135
2010,,,,PERCENT,45.44249
2011,,,,PERCENT,-4.95594
2011,,,,CU_USD,2142709172.89428
2011,,,,PERCENT,6.17662
2011,,,,PERCENT,22.3023
2011,,,,Ratio,1.16364
2011,,,,Ratio,2.06035
2011,,,,PERCENT,21.49686
2011,,,,PERCENT,15.31652
2011,,,,PERCENT,5.7787
2011,,,,PERCENT,-6.1611
2011,,,,PERCENT,25.01773
2011,,,,PERCENT,68.07726
2011,,,,PERCENT,29.56375
2011,,,,PERCENT,6.87467
2011,,,,Ratio,919.4913
2011,,,,PERCENT,46.82708
2012,,,,PERCENT,-4.301
2012,,,,CU_USD,3532436437.31736
2012,,,,PERCENT,9.86687
2012,,,,PERCENT,20.26612
2012,,,,Ratio,1.62246
2012,,,,Ratio,1.92975
2012,,,,PERCENT,20.67061
2012,,,,PERCENT,9.72183
2012,,,,PERCENT,31.41671
2012,,,,PERCENT,16.15728
2012,,,,PERCENT,11.41899
2012,,,,PERCENT,3.12387
2012,,,,PERCENT,27.06523
2012,,,,PERCENT,7.0869
2012,,,,Ratio,919.755
2012,,,,PERCENT,42.31181
2013,,,,PERCENT,-9.51294
2013,,,,CU_USD,3355250.26439
2013,,,,PERCENT,5.19461
2013,,,,PERCENT,20.53149
2013,,,,Ratio,1.22602
2013,,,,Ratio,2.22917
2013,,,,PERCENT,18.74038
2013,,,,PERCENT,0.80822
2013,,,,PERCENT,4.55261
2013,,,,PERCENT,12.66579
2013,,,,PERCENT,10.52662
2013,,,,PERCENT,-0.72659
2013,,,,PERCENT,8.01709
2013,,,,PERCENT,8.48196
2013,,,,Ratio,919.5659
2013,,,,PERCENT,38.24999
2014,,,,PERCENT,-4.79716
2014,,,,CU_USD,13643449.61145
2014,,,,PERCENT,4.17603
2014,,,,PERCENT,16.67795
2014,,,,Ratio,1.13229
2014,,,,Ratio,2.73854
2014,,,,PERCENT,14.66031
2014,,,,PERCENT,1.24304
2014,,,,PERCENT,4.85123
2014,,,,PERCENT,7.77456
2014,,,,PERCENT,21.38688
2014,,,,PERCENT,4.80033
2014,,,,PERCENT,8.66027
2014,,,,PERCENT,9.47029
2014,,,,Ratio,925.2263
2014,,,,PERCENT,41.77778
2015,,,,PERCENT,-3.9131
2015,,,,CU_USD,94148145.80115
2015,,,,PERCENT,3.07434
2015,,,,PERCENT,15.16779
2015,,,,Ratio,1.04303
2015,,,,Ratio,3.83262
2015,,,,PERCENT,9.38546
2015,,,,PERCENT,0.7442
2015,,,,PERCENT,2.59004
2015,,,,PERCENT,6.65127
2015,,,,PERCENT,4.0979
2015,,,,PERCENT,-9.42088
2015,,,,PERCENT,-6.47011
2015,,,,PERCENT,6.91617
2015,,,,Ratio,925.985
2015,,,,PERCENT,44.18253
2016,,,,PERCENT,-4.05029
2016,,,,CU_USD,13220690.88977
2016,,,,PERCENT,2.51078
2016,,,,PERCENT,13.81625
2016,,,,Ratio,0.57155
2016,,,,Ratio,7.34488
2016,,,,PERCENT,21.7749
2016,,,,PERCENT,2.88585
2016,,,,PERCENT,-29.59988
2016,,,,PERCENT,2.40387
2016,,,,PERCENT,-0.8756
2016,,,,PERCENT,10.50089
2016,,,,PERCENT,-3.71089
2016,,,,PERCENT,2.3994
2016,,,,Ratio,1010.3028
2016,,,,PERCENT,34.15933
2017,,,,PERCENT,-3.26525
2017,,,,CU_USD,10591290.57535
2017,,,,PERCENT,2.75644
2017,,,,PERCENT,13.76047
2017,,,,Ratio,0.5895
2017,,,,Ratio,6.92856
2017,,,,PERCENT,34.26826
2017,,,,PERCENT,-32.8399
2017,,,,PERCENT,2.37551
2017,,,,PERCENT,7.34424
2017,,,,PERCENT,23.25913
2017,,,,PERCENT,9.74324
2017,,,,PERCENT,3.72695
2017,,,,Ratio,1464.4179
2017,,,,PERCENT,47.60481
2018,,,,PERCENT,-3.54711
2018,,,,CU_USD,38282757.69963
2018,,,,PERCENT,2.98554
2018,,,,PERCENT,10.8051
2018,,,,Ratio,0.40823
2018,,,,Ratio,8.87678
2018,,,,PERCENT,35.80148
2018,,,,PERCENT,10.16078
2018,,,,PERCENT,-1.47573
2018,,,,PERCENT,14.24458
2018,,,,PERCENT,12.86899
2018,,,,PERCENT,4.74118
2018,,,,PERCENT,5.82112
2018,,,,Ratio,1622.5235
2018,,,,PERCENT,59.24998
2019,,,,PERCENT,-3.35954
2019,,,,CU_USD,70212769.01371
2019,,,,PERCENT,2.6805
2019,,,,PERCENT,11.47395
2019,,,,Ratio,0.77879
2019,,,,PERCENT,6.56175
2019,,,,PERCENT,17.34653
2019,,,,PERCENT,1.44273
2019,,,,PERCENT,6.29043
2019,,,,PERCENT,25.16001
2019,,,,PERCENT,4.38453
2019,,,,Ratio,1647.7601
2019,,,,PERCENT,44.06085
2020,,,,PERCENT,-2.24697
2020,,,,CU_USD,39445152.70608
2020,,,,PERCENT,3.07508
2020,,,,PERCENT,12.93574
2020,,,,Ratio,0.5599
2020,,,,PERCENT,4.12063
2020,,,,PERCENT,-8.0185
2020,,,,PERCENT,7.99642
2020,,,,PERCENT,31.34219
2020,,,,PERCENT,12.04428
2020,,,,PERCENT,1.73542
2020,,,,Ratio,1851.1222
2020,,,,PERCENT,42.66481
