Year;Sex;Age;Location;Units;Value
2011;FEMALE;15-24;;PER_1000_UNINFECTED_POP;1.00
2011;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.90
2011;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.33
2011;MALE;;;PER_1000_UNINFECTED_POP;0.34
2011;MALE;15-24;;PER_1000_UNINFECTED_POP;0.29
2011;MALE;15-49;;PER_1000_UNINFECTED_POP;0.33
2011;MALE;50+;;PER_1000_UNINFECTED_POP;0.09
2012;;;;PER_1000_UNINFECTED_POP;0.44
2012;;15-24;;PER_1000_UNINFECTED_POP;0.60
2012;;15-49;;PER_1000_UNINFECTED_POP;0.57
2012;;50+;;PER_1000_UNINFECTED_POP;0.20
2012;;<15Y;;PER_1000_UNINFECTED_POP;0.37
2012;FEMALE;;;PER_1000_UNINFECTED_POP;0.57
2012;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.94
2012;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.84
2012;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.31
2012;MALE;;;PER_1000_UNINFECTED_POP;0.31
2012;MALE;15-24;;PER_1000_UNINFECTED_POP;0.26
2012;MALE;15-49;;PER_1000_UNINFECTED_POP;0.30
2012;MALE;50+;;PER_1000_UNINFECTED_POP;0.08
2013;;;;PER_1000_UNINFECTED_POP;0.39
2013;;15-24;;PER_1000_UNINFECTED_POP;0.56
2013;;15-49;;PER_1000_UNINFECTED_POP;0.53
2013;;50+;;PER_1000_UNINFECTED_POP;0.18
2013;;<15Y;;PER_1000_UNINFECTED_POP;0.31
2013;FEMALE;;;PER_1000_UNINFECTED_POP;0.52
2013;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.88
2013;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.79
2013;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.29
2013;MALE;;;PER_1000_UNINFECTED_POP;0.27
2013;MALE;15-24;;PER_1000_UNINFECTED_POP;0.24
2013;MALE;15-49;;PER_1000_UNINFECTED_POP;0.27
2013;MALE;50+;;PER_1000_UNINFECTED_POP;0.07
2014;;;;PER_1000_UNINFECTED_POP;0.35
2014;;15-24;;PER_1000_UNINFECTED_POP;0.52
2014;;15-49;;PER_1000_UNINFECTED_POP;0.49
2014;;50+;;PER_1000_UNINFECTED_POP;0.17
2014;;<15Y;;PER_1000_UNINFECTED_POP;0.26
2014;FEMALE;;;PER_1000_UNINFECTED_POP;0.47
2014;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.83
2014;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.74
2014;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.27
2014;MALE;;;PER_1000_UNINFECTED_POP;0.24
2014;MALE;15-24;;PER_1000_UNINFECTED_POP;0.21
2014;MALE;15-49;;PER_1000_UNINFECTED_POP;0.25
2014;MALE;50+;;PER_1000_UNINFECTED_POP;0.07
2015;;;;PER_1000_UNINFECTED_POP;0.33
2015;;15-24;;PER_1000_UNINFECTED_POP;0.48
2015;;15-49;;PER_1000_UNINFECTED_POP;0.46
2015;;50+;;PER_1000_UNINFECTED_POP;0.16
2015;;<15Y;;PER_1000_UNINFECTED_POP;0.24
2015;FEMALE;;;PER_1000_UNINFECTED_POP;0.44
2015;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.78
2015;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.69
2015;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.25
2015;MALE;;;PER_1000_UNINFECTED_POP;0.22
2015;MALE;15-24;;PER_1000_UNINFECTED_POP;0.19
2015;MALE;15-49;;PER_1000_UNINFECTED_POP;0.22
2015;MALE;50+;;PER_1000_UNINFECTED_POP;0.06
2016;;;;PER_1000_UNINFECTED_POP;0.30
2016;;15-24;;PER_1000_UNINFECTED_POP;0.45
2016;;15-49;;PER_1000_UNINFECTED_POP;0.42
2016;;50+;;PER_1000_UNINFECTED_POP;0.15
2016;;<15Y;;PER_1000_UNINFECTED_POP;0.22
2016;FEMALE;;;PER_1000_UNINFECTED_POP;0.41
2016;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.72
2016;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.65
2016;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.24
2016;MALE;;;PER_1000_UNINFECTED_POP;0.20
2016;MALE;15-24;;PER_1000_UNINFECTED_POP;0.18
2016;MALE;15-49;;PER_1000_UNINFECTED_POP;0.20
2016;MALE;50+;;PER_1000_UNINFECTED_POP;0.05
2017;;;;PER_1000_UNINFECTED_POP;0.28
2017;;15-24;;PER_1000_UNINFECTED_POP;0.40
2017;;15-49;;PER_1000_UNINFECTED_POP;0.38
2017;;50+;;PER_1000_UNINFECTED_POP;0.13
2017;;<15Y;;PER_1000_UNINFECTED_POP;0.21
2017;FEMALE;;;PER_1000_UNINFECTED_POP;0.37
2017;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.65
2017;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.58
2017;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.21
2017;MALE;;;PER_1000_UNINFECTED_POP;0.18
2017;MALE;15-24;;PER_1000_UNINFECTED_POP;0.15
2017;MALE;15-49;;PER_1000_UNINFECTED_POP;0.18
2017;MALE;50+;;PER_1000_UNINFECTED_POP;0.05
2018;;;;PER_1000_UNINFECTED_POP;0.25
2018;;15-24;;PER_1000_UNINFECTED_POP;0.34
2018;;15-49;;PER_1000_UNINFECTED_POP;0.32
2018;;50+;;PER_1000_UNINFECTED_POP;0.11
2018;;<15Y;;PER_1000_UNINFECTED_POP;0.21
2018;FEMALE;;;PER_1000_UNINFECTED_POP;0.33
2018;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.55
2018;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.50
2018;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.18
2018;MALE;;;PER_1000_UNINFECTED_POP;0.17
2018;MALE;15-24;;PER_1000_UNINFECTED_POP;0.13
2018;MALE;15-49;;PER_1000_UNINFECTED_POP;0.15
2018;MALE;50+;;PER_1000_UNINFECTED_POP;0.04
2019;;;;PER_1000_UNINFECTED_POP;0.21
2019;;15-24;;PER_1000_UNINFECTED_POP;0.29
2019;;15-49;;PER_1000_UNINFECTED_POP;0.27
2019;;50+;;PER_1000_UNINFECTED_POP;0.09
2019;;<15Y;;PER_1000_UNINFECTED_POP;0.18
2019;FEMALE;;;PER_1000_UNINFECTED_POP;0.28
2019;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.47
2019;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.42
2019;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.15
2019;MALE;;;PER_1000_UNINFECTED_POP;0.14
2019;MALE;15-24;;PER_1000_UNINFECTED_POP;0.10
2019;MALE;15-49;;PER_1000_UNINFECTED_POP;0.12
2019;MALE;50+;;PER_1000_UNINFECTED_POP;0.03
2020;;;;PER_1000_UNINFECTED_POP;0.18
2020;;15-24;;PER_1000_UNINFECTED_POP;0.23
2020;;15-49;;PER_1000_UNINFECTED_POP;0.21
2020;;50+;;PER_1000_UNINFECTED_POP;0.07
2020;;<15Y;;PER_1000_UNINFECTED_POP;0.18
2020;FEMALE;;;PER_1000_UNINFECTED_POP;0.24
2020;FEMALE;15-24;;PER_1000_UNINFECTED_POP;0.37
2020;FEMALE;15-49;;PER_1000_UNINFECTED_POP;0.33
2020;FEMALE;50+;;PER_1000_UNINFECTED_POP;0.12
2020;MALE;;;PER_1000_UNINFECTED_POP;0.13
2020;MALE;15-24;;PER_1000_UNINFECTED_POP;0.08
2020;MALE;15-49;;PER_1000_UNINFECTED_POP;0.09
2020;MALE;50+;;PER_1000_UNINFECTED_POP;0.02
