Year,Sex,Age,Location,Quantile,Units,Value
2002,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.41
2002,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.73
2002,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.92
2002,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.72
2002,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.63
2002,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,1.15
2002,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.57
2002,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.65
2002,MALE,50+,,,PER_1000_UNINFECTED_POP,0.17
2002,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.65
2003,,,,,PER_1000_UNINFECTED_POP,0.83
2003,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,1.13
2003,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,1.07
2003,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.38
2003,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.69
2003,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.74
2003,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.56
2003,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.57
2003,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,1.06
2003,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.52
2003,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.59
2003,MALE,50+,,,PER_1000_UNINFECTED_POP,0.16
2003,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.6
2004,,,,,PER_1000_UNINFECTED_POP,0.78
2004,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,1.05
2004,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,1.0
2004,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.35
2004,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.65
2004,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.63
2004,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.46
2004,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.53
2004,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.99
2004,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.48
2004,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.55
2004,MALE,50+,,,PER_1000_UNINFECTED_POP,0.15
2004,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.56
2005,,,,,PER_1000_UNINFECTED_POP,0.73
2005,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.99
2005,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.94
2005,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.33
2005,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.61
2005,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.54
2005,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.38
2005,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.5
2005,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.93
2005,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.46
2005,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.52
2005,MALE,50+,,,PER_1000_UNINFECTED_POP,0.14
2005,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.53
2006,,,,,PER_1000_UNINFECTED_POP,0.68
2006,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.92
2006,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.87
2006,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.3
2006,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.58
2006,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.42
2006,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.27
2006,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.46
2006,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.87
2006,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.42
2006,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.48
2006,MALE,50+,,,PER_1000_UNINFECTED_POP,0.13
2006,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.49
2007,,,,,PER_1000_UNINFECTED_POP,0.64
2007,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.86
2007,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.81
2007,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.28
2007,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.54
2007,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.32
2007,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.19
2007,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.43
2007,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.81
2007,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.39
2007,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.45
2007,MALE,50+,,,PER_1000_UNINFECTED_POP,0.12
2007,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.46
2008,,,,,PER_1000_UNINFECTED_POP,0.6
2008,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.81
2008,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.77
2008,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.27
2008,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.5
2008,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.25
2008,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.12
2008,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.41
2008,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.76
2008,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.37
2008,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.42
2008,MALE,50+,,,PER_1000_UNINFECTED_POP,0.11
2008,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.43
2009,,,,,PER_1000_UNINFECTED_POP,0.55
2009,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.74
2009,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.7
2009,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.24
2009,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.47
2009,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.14
2009,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.03
2009,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.37
2009,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.7
2009,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.34
2009,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.39
2009,MALE,50+,,,PER_1000_UNINFECTED_POP,0.1
2009,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.4
2010,,,,,PER_1000_UNINFECTED_POP,0.51
2010,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.69
2010,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.66
2010,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.23
2010,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.43
2010,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.07
2010,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.96
2010,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.35
2010,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.65
2010,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.32
2010,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.36
2010,MALE,50+,,,PER_1000_UNINFECTED_POP,0.1
2010,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.37
2011,,,,,PER_1000_UNINFECTED_POP,0.47
2011,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.64
2011,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.61
2011,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.21
2011,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.4
2011,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,1.0
2011,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.9
2011,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.33
2011,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.61
2011,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.29
2011,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.33
2011,MALE,50+,,,PER_1000_UNINFECTED_POP,0.09
2011,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.34
2012,,,,,PER_1000_UNINFECTED_POP,0.44
2012,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.6
2012,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.57
2012,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.2
2012,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.37
2012,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.94
2012,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.84
2012,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.31
2012,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.57
2012,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.26
2012,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.3
2012,MALE,50+,,,PER_1000_UNINFECTED_POP,0.08
2012,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.31
2013,,,,,PER_1000_UNINFECTED_POP,0.39
2013,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.56
2013,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.53
2013,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.18
2013,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.31
2013,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.88
2013,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.79
2013,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.29
2013,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.52
2013,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.24
2013,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.27
2013,MALE,50+,,,PER_1000_UNINFECTED_POP,0.07
2013,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.27
2014,,,,,PER_1000_UNINFECTED_POP,0.35
2014,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.52
2014,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.49
2014,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.17
2014,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.26
2014,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.83
2014,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.74
2014,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.27
2014,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.47
2014,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.21
2014,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.25
2014,MALE,50+,,,PER_1000_UNINFECTED_POP,0.07
2014,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.24
2015,,,,,PER_1000_UNINFECTED_POP,0.33
2015,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.48
2015,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.46
2015,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.16
2015,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.24
2015,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.78
2015,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.69
2015,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.25
2015,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.44
2015,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.19
2015,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.22
2015,MALE,50+,,,PER_1000_UNINFECTED_POP,0.06
2015,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.22
2016,,,,,PER_1000_UNINFECTED_POP,0.3
2016,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.45
2016,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.42
2016,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.15
2016,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.22
2016,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.72
2016,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.65
2016,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.24
2016,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.41
2016,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.18
2016,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.2
2016,MALE,50+,,,PER_1000_UNINFECTED_POP,0.05
2016,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.2
2017,,,,,PER_1000_UNINFECTED_POP,0.28
2017,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.4
2017,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.38
2017,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.13
2017,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.21
2017,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.65
2017,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.58
2017,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.21
2017,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.37
2017,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.15
2017,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.18
2017,MALE,50+,,,PER_1000_UNINFECTED_POP,0.05
2017,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.18
2018,,,,,PER_1000_UNINFECTED_POP,0.25
2018,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.34
2018,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.32
2018,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.11
2018,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.21
2018,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.55
2018,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.5
2018,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.18
2018,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.33
2018,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.13
2018,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.15
2018,MALE,50+,,,PER_1000_UNINFECTED_POP,0.04
2018,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.17
2019,,,,,PER_1000_UNINFECTED_POP,0.21
2019,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.29
2019,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.27
2019,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.09
2019,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.18
2019,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.47
2019,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.42
2019,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.15
2019,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.28
2019,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.1
2019,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.12
2019,MALE,50+,,,PER_1000_UNINFECTED_POP,0.03
2019,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.14
2020,,,,,PER_1000_UNINFECTED_POP,0.18
2020,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,0.23
2020,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,0.21
2020,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.07
2020,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.18
2020,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,0.37
2020,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,0.33
2020,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.12
2020,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.24
2020,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.08
2020,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.09
2020,MALE,50+,,,PER_1000_UNINFECTED_POP,0.02
2020,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.13
