Year,Sex,Age,Location,Quantile,Units,Value
2020,BOTHSEX,ALLAGE,RDC,PERCENT,74.7,
2020,BOTHSEX,ALLAGE,KINSHASA,PERCENT,36.3,
2020,BOTHSEX,ALLAGE,KONGO CENTRAL,PERCENT,74.6,
2020,BOTHSEX,ALLAGE,KWANGO,PERCENT,94.3,
2020,BOTHSEX,ALLAGE,KWILU,PERCENT,93.2,
2020,BOTHSEX,ALLAGE,MAI-NDOMBE,PERCENT,92.4,
2020,BOTHSEX,ALLAGE,EQUATEUR,PERCENT,83.5,
2020,BOTHSEX,ALLAGE,NORD UBANGI,PERCENT,88.9,
2020,BOTHSEX,ALLAGE,SUD UBANGI,PERCENT,94.6,
2020,BOTHSEX,ALLAGE,MONGALA,PERCENT,91.3,
2020,BOTHSEX,ALLAGE,TSHUAPA,PERCENT,82.2,
2020,BOTHSEX,ALLAGE,TSHOPO,PERCENT,87.2,
2020,BOTHSEX,ALLAGE,BAS UELE,PERCENT,81.7,
2020,BOTHSEX,ALLAGE,HAUT UELE,PERCENT,58.4,
2020,BOTHSEX,ALLAGE,ITURI,PERCENT,72.5,
2020,BOTHSEX,ALLAGE,NORD KIVU,PERCENT,72.5,
2020,BOTHSEX,ALLAGE,SUD KIVU,PERCENT,73.7,
2020,BOTHSEX,ALLAGE,MANIEMA,PERCENT,59.1,
2020,BOTHSEX,ALLAGE,HAUT KATANGA,PERCENT,58.2,
2020,BOTHSEX,ALLAGE,HAUT LOMAMI,PERCENT,88.1,
2020,BOTHSEX,ALLAGE,LUALABA,PERCENT,85.2,
2020,BOTHSEX,ALLAGE,TANGANYIKA,PERCENT,84,
2020,BOTHSEX,ALLAGE,LOMAMI,PERCENT,91.3,
2020,BOTHSEX,ALLAGE,SANKURU,PERCENT,94.9,
2020,BOTHSEX,ALLAGE,KASAI ORIENTAL,PERCENT,92.1,
2020,BOTHSEX,ALLAGE,KASAI,PERCENT,82.2,
2020,BOTHSEX,ALLAGE,KASAI CENTRAL,PERCENT,91.2,
2020,BOTHSEX,ALLAGE,AUTRES URBAINS,PERCENT,74.3,
2020,BOTHSEX,ALLAGE,ENS URBAIN,PERCENT,62.6,
2020,BOTHSEX,ALLAGE,RURAL,PERCENT,84.9,
